analysis,created_time,favorite_count,full_text,polarity,retweet_count,tweet_id,user_id,username
negative,2021-05-03 12:28:28,0,Tiamat Ryan warmington These are not MRNA I m not Covid vaccine fan but do your research J amp J is conventional vaccine technology,-0.1428571429,0,1389255548097421316,857568800794976258,ronius09
negative,2021-05-01 11:01:44,3,Conflicts of interest BigPharma UK scienific advisor Patrick Vallance is ex President of corrupt GlaxoSmithKline with shares Ex CEO Andrew Witty now head covid vaccine development WHO GSK amp Pfizer merged 19 Pair cant be trusted given past history,-0.0833333333,2,1388508943610171394,4899428674,martina_ant79
negative,2021-04-28 16:53:26,0,Nurse found dead in patients bathroom hours after having the Pfizer Covid Vaccine Daily Expose,-0.1,0,1387510291689353224,816955361483689985,williams124_t
positive,2021-04-28 12:26:32,0,UK orders 60million more doses of Pfizer s Covid vaccine as boosters via,0.5,0,1387443122733465600,970860635369205761,potomkine
positive,2021-04-28 13:04:31,20,Need a COVID vaccine They re doing a drive thru vaccine drive 1830 Lyons Ave They re here until 6pm with Pfizer vaccines Shots are free Bring ID and insurance card,0.4,12,1387452680352669696,1116399174772252673,ChazABC13
positive,2021-05-04 16:15:15,1,Covid vaccine booster Pfizer expects elderly those with health conditions to be first,0.25,0,1389675006427344897,1013915664841625603,Linda_from_CT
neutral,2021-04-28 19:51:41,9,Thread below rocks please get your COVID vaccine I just got my second Pfizer dose sore arm for a day and that was it If anyone has any hesitancy or questions no judgement shoot me a DM and I ll navigate you to reliable unbiased resources I ve gotten through my university,0.0,1,1387555146826096644,717363625,ClaireNicole__
positive,2021-05-04 11:32:04,1,Shot and a Beer 12 N J breweries offer free beer to those who get COVID vaccine shots this month,0.4,0,1389603742027296772,250836563,AryehCW
neutral,2021-05-04 19:30:02,0,05 03 21 BIG PHARMA NEWS Denmark Ditches J amp J COVID Vaccine Says Benefits Do Not Outweigh Risk of Blood Clots,0.0,0,1389724026013065217,216609161,NAMAENAKI
positive,2021-05-04 14:30:06,0,Pfizer scientist expects elderly people with underlying conditions to be first to get Covid vaccine booster shots CNBC FDA to consider authorization of Pfizer vaccine for children as virus hits younger Americans CNN Pfizer in talks with Indian,0.125,0,1389648546744332290,1054371164,BemidjiMinneso
neutral,2021-05-03 18:04:40,1,FDA Set to Approve Pfizer COVID Vaccine for 12 15 Year Olds by Next Week,0.0,0,1389340155778146313,2818277423,BergeronNews
neutral,2021-05-04 12:37:51,0,Almost 20 of unvaccinated Americans still prefer J amp J Covid vaccine after U S pause survey shows,0.0,0,1389620297112997889,983964608,LatinoLdnOnt
neutral,2021-04-28 16:02:11,1,PSA They have started doing walk ins for the Pfizer Covid vaccine at West World in Scottsdale CoronaVaccine GetVaccinated,0.0,0,1387497391775879170,3711601879,Dallas_Lyynn
neutral,2021-04-30 11:17:34,0,BREAKING Nigeria Approves Pfizer Covid Vaccine via The Trent News,0.0,1,1388150541658705927,203156287,HotFlyBabe
positive,2021-05-03 16:16:15,1,Most people that drink quality beer probably already got a shot but love this 12 N J breweries offer free beer to those who get COVID vaccine shots this month,0.4666666667,0,1389312872698847234,270104993,Bayern_Buff
positive,2021-04-30 16:43:28,0,Most colleges in Ohio say NO to a covid vaccine requirement for Fall 2021 This includes The Ohio State University and Ohio University bbn OhioState COVID19 OhioU covidcollege,0.5,2,1388232557968470020,4068052403,goldingkentucky
positive,2021-05-04 11:53:45,0,Pfizer expects to file for full FDA approval of its COVID vaccine in May,0.35,0,1389609197495541767,77828803,HenryChu_wbko
positive,2021-04-29 13:00:00,0,Everyone 16 who lives works or studies in MA is now eligible for the COVID 19 vaccine If you or anyone you know in Waltham needs help scheduling or pre registering for a COVID vaccine call the Waltham Health Department at 781 314 3314 More,0.5,0,1387813933214404610,1577524016,CityofWaltham
neutral,2021-04-29 19:18:53,0,Cuba closing in on COVID vaccine sovereignty Despite US Aggression amp Suppression of Cuba they still manage to Get Through life The World should Commend Cuba for their Resilience under US Bullying Duress,0.0,0,1387909282146832385,388719379,KirklandTony
neutral,2021-05-04 17:49:49,1,278 appointments at 1st amp 2nd Dose Pfizer amp Moderna amp J amp J OCCC May 7 Oklahoma COVID Vaccine,0.0,2,1389698804572737538,1356104059460202496,VaccineAlertsOk
positive,2021-05-04 14:47:22,0,Pfizer scientist expects elderly people with underlying conditions to be first to get Covid vaccine booster shots,0.25,0,1389652892936777728,18029310,mangobeach
positive,2021-04-29 17:25:19,3,Federal and local officials including Seattle Mayor Durkan King County Executive Constantine announce efforts to reach more people to provide COVID vaccine shots WATCH,0.25,2,1387880702532747265,16086928,komonews
neutral,2021-04-28 12:51:12,0,Scientist who helped develop Pfizer BioNTech Covid vaccine agrees third shot is needed as immunity wanes,0.0,0,1387449331129716737,115160849,ouiandno
neutral,2021-05-04 13:57:30,0,PFE Goldman sees upside to consensus estimates partly driven by safety concerns related to JNJ and AZN COVID vaccines durability of the vaccine revenue stream beyond 2021 are likely to drive further upside to outer year consensus estimates,0.0,0,1389640341670744069,1160594389036670978,StreetGuruHQ
neutral,2021-04-30 18:32:03,11,is there any news about the EUA for 12 15 y o kids to gain eligibility for your Covid vaccine Will someone in the damn news media please ask,0.0,0,1388259883267497988,1025395350943805440,Martypaul10
positive,2021-05-02 04:03:55,1,This is ghastly Parents should look at the reality that Covid does not seriously affect children before subjecting their children to a vaccine they do not need NHS draws up Pfizer Covid vaccine plan for schoolchildren The Times and The Sunday Times,0.1666666667,0,1388766184661786624,378285983,auldsideheid
positive,2021-05-04 13:19:40,0,Covid vaccine booster Pfizer expects elderly those with health conditions to be first,0.25,0,1389630820525252611,87814725,tuminaat30
positive,2021-05-04 19:21:52,0,tx Group Nope to all three when you can t determine long term effects of something you can t claim it s safe Per Vaers report Covid vaccine has had more issues than every vaccine combined dating back 30 years People feeling uncomfortable is 100 ok not trusting big pharma is Ok,0.18125,0,1389721970833596419,1372705822434803721,MR305OFFICAL
positive,2021-05-02 11:00:00,1,Everyone aged 4 0 and over can now get a Covid vaccine A walk in service is available for anyone eligible for the jab at the vaccination centre no need to book Or you can book an appointment here,0.15,0,1388870896052473858,39526753,LBHF
positive,2021-04-30 18:41:06,0,Government rolls out new ways to find COVID vaccine with website text service via,0.1363636364,0,1388262159617036296,2419070657,A_L_E_X_V_E_G_A
positive,2021-04-30 18:35:51,8,I got my second dose of the Pfizer covid vaccine very minor side effects for a day and then back to normal And now it s Friday What more could I ask for,0.117,0,1388260838297899011,1369851722936373248,CindiHugs
negative,2021-05-01 12:34:11,2,Me and Ted got our last Covid Vaccine yesterday Pleased to say there has been no unexpected weird side effects so far except me getting slight hallucinations of sparkly movin worms on the ceiling that and sore arms today so ill take it HaHa moderna CovidVaccine,-0.0520833333,0,1388532212090408960,38786190,CorgiMom30
positive,2021-05-02 19:52:30,0,Young people and women more likely to report Pfizer AstraZeneca COVID vaccine side effects UK survey shows,0.2,0,1389004906019770370,876592795963736064,nosborne36
positive,2021-04-29 18:41:24,6,24 hours after my second dose of the Pfizer Covid vaccine I m mostly experiencing a very sore arm and tiredness Also on and off headache a little body aches and nausea But that s really it no fever or anything I had a lovely nap which helped,0.1520833333,0,1387899848297488393,1584529933,LittleJoni00
neutral,2021-05-02 02:11:40,4,They are coming for your kids as predicted NHS draws up Pfizer Covid vaccine plan for schoolchildren The Times and The Sunday Times,0.0,3,1388737938465464321,1260171811842637826,starchild20202
neutral,2021-04-28 16:32:43,0,This is the UK Teratology Service information sheet about Covid vaccines in pregnancy There has also been a consensus statement from the European Network of Teratology Services,0.0,0,1387505076743417859,1199988362943385601,drAlisonOliver
positive,2021-05-02 12:24:46,1,South Africa about to receive 300K Pfizer covid vaccine tonight we are making slow progress but let s encourage our grand parents to get vaccinated we know vaccines do work,0.1,0,1388892228945330182,2219782385,tumeloditle
neutral,2021-05-04 16:31:20,0,My insurance company which has presumably been billed for the two Pfizer shots I already received at a pharmacy just texted me to tell me to schedule my covid vaccine Get it together guys,0.0,0,1389679056300486667,2365831,freshyill
neutral,2021-05-01 11:30:51,0,Amid effort to boost access to COVID vaccine Sounders to host pop up clinic at home games,0.0,0,1388516272661536769,373033271,Wil_Johnson1
positive,2021-04-30 12:04:19,2,AstraZeneca delivers 68 million COVID shots in 1st quarter Affluent Americans rush to retire in new life is short mindset Pfizer BioNTech seek EU s OK to use COVID vaccine on kids Follow our live update,0.2845454545,0,1388162308841562116,14352556,seattletimes
positive,2021-05-04 13:56:31,1,BU is hosting Moderna COVID vaccine clinics this week Get your first shot before you head home and be more protected on your travels To learn more watch our Instagram takeover with a BU Healthway vaccine nurse fckitwontcutit bostonuniversity,0.4166666667,0,1389640095599321088,1285650257456648194,fckitwontcutit
neutral,2021-04-29 12:59:06,30,All 6 N J COVID vaccine mega sites offering walk in shots today,0.0,23,1387813707271610368,14179819,njdotcom
positive,2021-05-02 18:08:32,24,Met Angelenos of all ages in BoyleHeights at s COVID vaccine site After helping secure their allotment I came out today to ensure our neighbors get a shot and know it s free regardless of insurance or citizenship Book yours,0.4,5,1388978741574053894,2371339658,RepJimmyGomez
neutral,2021-05-04 18:36:04,0,Pfizer Will Seek Approval to Give Covid Vaccine to Children,0.0,0,1389710446542741504,1328364528875159553,JFein9
neutral,2021-04-29 13:43:39,0,Does anyone know anything anymore Pfizer COVID Vaccine Likely Will Need Third Booster Shot BioNTech CEO Says,0.0,0,1387824916553162757,54943110,MsBettyBafufu
positive,2021-04-28 17:31:57,0,COVID 19 A new study found how effective the Moderna and Pfizer COVID vaccines are in preventing hospitalizations in older adults DailyVoice,0.301010101,0,1387519984889389059,879726564388241408,DVOrangeCounty
positive,2021-05-03 18:59:11,9,I got my first dose of the Covid vaccine Moderna in the Citywest Vaccination Centre this morning The staff were friendly and helpful The process was quick and really efficient,0.2895833333,0,1389353874469838850,367455739,pjmccluskey
neutral,2021-05-04 12:31:24,1,Pfizer and BioNTech up Covid vaccine production capacity to 3 billion doses in 2021 followthemoneybaby,0.0,1,1389618675582488579,2282930023,7SealsOfTheEnd
negative,2021-04-29 17:54:16,10,Prior to the pandemic the West s two major COVID vaccine developers had never rolled out a single product,-0.0029761905,3,1387887987141324808,49651268,WG_Gervais
positive,2021-05-01 15:19:34,0,Pfizer to deliver more COVID vaccines than planned by May CEO says KUSA,0.5,0,1388573830008897539,1129062072862437377,GenBioUSA
positive,2021-05-03 14:01:33,2,COVID vaccine done Pfizer Great process at Skyview Thank you AHS,0.8,0,1389278974874841093,1466325601,lgkenyon
neutral,2021-05-03 16:22:28,0,10 Million Kids Could Get Pfizer COVID Vaccine by Fall Children s Health Defense,0.0,0,1389314434800181252,1061069677,jonaderwal
positive,2021-05-02 16:11:34,5,I can t find any sort of updates re Pfizer covid vaccine for 12 15 year olds Immediate approval would be nice obviously but any updates on the approval process and its timeline should be shared with the public at minimum,0.2,0,1388949305042509824,72919119,abavz
negative,2021-05-03 18:42:10,0,FDA expected to authorize Pfizer s Covid vaccine for teens ages 12 15 by next WEEK,-0.05,0,1389349592827932672,3538809437,DiazHub
positive,2021-05-04 14:32:57,0,TIL the UK allows different brands of the Covid vaccine to be administered to the same person say Pfizer on first dose and AstraZeneca on the second for example if there s need for it Some scientists even think such mixing is beneficial I read it on The Week science,0.05,0,1389649261390823424,43109325,cgbrill
positive,2021-05-02 00:47:10,0,Rite Aid COVID Vaccine Appointments Update netde New Castle County Limestone Rd Wilmington Moderna Tues May 4 Sat May 8 Tues May 11 Sat May 15 Wed May 19 Sat May 22 Tues May 25 Wed May 26,0.1363636364,0,1388716672803028993,1216531677603860480,CaffeinatedI
neutral,2021-05-01 06:29:06,14,55 of U S adults have gotten a COVID vaccine See how your state is doing,0.0,7,1388440336314294277,25053299,FortuneMagazine
positive,2021-04-28 15:20:40,0,approval authorized for emergency use currently no Covid vaccines approved Reading Novavax s COVID 19 vaccine could be the next to win FDA approval 7 fast facts,0.25,0,1387486945874522128,2472593665,LisaKearnsNYC
positive,2021-05-02 17:18:02,2,Looking for a COVID vaccine Same day appointments and walk ins are available now at UT Health San Antonio Schedule your vaccine today and help end the COVID 19 pandemic,0.2,1,1388966030672867338,306212572,UTHealthcareSA
negative,2021-05-01 18:06:21,0,Terrifying discovery German health care professional discovers a living nano organism in a Pfizer covid vaccine dose vaccinesideeffects vaccinefreedom,-0.3,1,1388615805051486209,884521818236825600,ItsJusta_Joke
positive,2021-04-30 17:10:56,1,I was scheduled to get the Covid vaccine today The Moderna vaccine which I think is the best one But I was overcome by anxiety amp a sense of dred I decided not to get it at this time and I immediately felt better I think I made the right decision by trusting my instincts,0.5952380952,0,1388239470382645250,847242371704029188,jenrcasey
